,researcher,capture_site,fisher,species,ccl_cm,ccw_cm,weight_kg,year_caught,week_caught
11215,30,25,1478,5,66.9,59.8,32.954,2007,27
11216,30,25,1478,5,45.2,44.2,10.856,2007,27
11217,30,25,1478,5,47.0,44.1,13.314000000000002,2007,27
11218,30,25,1478,5,41.7,42.5,9.096,2007,28
11219,30,25,1478,5,44.0,41.1,9.414,2007,28
11220,10,25,1115,5,67.7,59.9,36.038,2007,28
11221,10,25,2051,5,76.0,66.5,39.44,2007,28
11222,30,25,395,5,39.0,41.1,7.936,2007,28
11223,30,25,1478,5,48.0,47.2,13.691999999999998,2007,29
11224,30,25,1478,5,41.2,41.2,8.282,2007,29
11225,30,25,1478,5,51.3,47.0,15.896,2007,29
11226,30,25,1478,5,44.8,45.2,11.298,2007,29
11227,30,25,1478,5,56.8,53.8,23.98,2007,29
11228,30,25,1478,5,43.7,40.9,10.010000000000002,2007,29
11229,30,25,1478,5,47.0,44.1,13.314000000000002,2007,29
11230,10,25,1478,5,61.8,59.9,27.906,2007,29
11231,10,25,1478,5,45.1,44.3,10.919999999999998,2007,29
11232,30,25,1146,5,76.0,67.9,41.512,2007,30
11233,30,25,395,5,55.7,53.4,20.919999999999998,2007,30
11234,30,25,1478,5,45.3,44.2,10.826000000000002,2007,30
11235,30,25,1478,5,52.4,50.3,18.660000000000004,2007,30
11236,30,25,1478,5,47.2,43.7,12.5,2007,30
11237,30,25,588,5,46.9,43.7,11.575999999999999,2007,31
11238,30,25,1478,5,52.4,50.4,18.73,2007,31
11239,30,25,1478,5,45.4,44.3,10.9,2007,32
11240,30,25,1478,5,40.7,38.5,7.975999999999999,2007,32
11241,30,25,1478,5,50.7,45.8,15.098000000000003,2007,32
11242,30,25,1478,5,48.8,44.1,13.712,2007,32
11243,10,25,395,5,46.6,42.7,12.5,2007,33
11244,10,25,1478,5,46.2,42.9,11.575999999999999,2007,33
11245,10,25,1478,5,45.5,44.9,11.687999999999999,2007,33
11246,30,25,1478,5,42.2,40.2,14.732,2007,34
11247,10,25,1478,5,41.2,39.2,8.081999999999999,2007,34
11248,10,25,1478,5,45.0,44.8,11.504000000000001,2007,34
11249,10,25,1478,5,55.5,52.0,20.546,2007,34
11250,10,25,1478,5,45.5,44.8,12.064,2007,35
11251,10,25,1415,5,44.0,42.2,10.144000000000002,2007,35
11252,10,25,1885,5,40.5,38.6,8.784,2007,35
11253,30,25,1478,5,69.9,62.3,37.995999999999995,2007,35
11254,30,25,1478,5,51.0,46.7,16.198,2007,35
11255,30,25,1478,5,50.5,46.0,15.197999999999999,2007,35
11256,30,25,1478,5,56.1,53.8,22.11,2007,35
11257,30,25,1478,5,42.1,40.3,9.001999999999999,2007,35
11258,30,25,1478,5,74.5,68.3,49.611999999999995,2007,35
11259,30,25,1478,5,44.2,41.8,10.358,2007,35
11260,30,25,1478,5,52.3,47.2,16.43,2007,35
11261,30,25,212,5,41.7,42.4,9.096,2007,36
11262,2,25,1836,5,39.9,37.7,7.306,2007,36
11263,30,25,1478,5,59.4,56.0,25.022000000000002,2007,36
11264,30,25,1478,5,42.2,38.1,8.78,2007,37
11265,30,25,1478,5,52.5,48.7,18.390000000000004,2007,37
11266,30,25,1478,5,60.3,56.7,24.004,2007,38
11267,30,25,395,5,38.6,38.1,7.441999999999998,2007,38
11268,30,25,2021,5,38.8,37.0,6.542,2007,39
11269,30,25,141,5,38.4,37.2,7.274000000000001,2007,39
11270,30,25,1535,5,47.2,46.4,13.628,2007,40
11271,30,25,322,5,42.3,38.8,9.684000000000001,2007,40
11272,30,25,1478,5,59.9,56.1,25.29,2007,40
11273,30,25,1478,5,56.1,52.0,20.242,2007,40
11274,30,25,1478,5,49.0,44.1,13.435999999999998,2007,40
11275,30,25,1478,5,39.8,39.8,8.582,2007,40
11276,30,25,1478,5,58.6,55.4,26.624000000000002,2007,41
11277,30,25,1478,5,67.7,59.9,36.038,2007,41
11278,30,25,1478,5,41.5,39.0,8.574,2007,41
11279,30,25,1478,5,64.4,57.7,32.4,2007,41
11280,30,25,1478,5,62.5,55.0,26.928000000000004,2007,41
11281,10,25,687,5,43.2,42.5,9.540000000000001,2007,41
11282,10,25,1478,5,41.1,40.1,8.565999999999999,2007,42
11283,30,25,1478,5,43.4,43.0,10.0,2007,42
11284,30,25,1478,5,46.8,45.2,11.454,2007,42
11285,30,25,1478,5,46.2,42.8,11.508,2007,42
11286,30,25,1478,5,59.2,51.9,25.454,2007,42
11287,30,25,1478,5,49.6,46.1,15.303999999999998,2007,42
11288,30,25,1836,5,38.0,36.8,6.632,2007,42
11289,30,25,1478,5,41.6,39.2,8.4,2007,42
11290,10,25,1651,5,42.9,40.5,8.741999999999999,2007,42
11291,10,25,1651,5,58.4,59.0,26.663999999999998,2007,42
11292,30,25,1844,5,40.6,38.4,8.356,2007,43
11293,30,25,1478,5,64.5,58.0,31.9,2007,43
11294,30,25,1478,5,45.3,42.5,10.936,2007,43
11295,30,25,1478,5,74.6,66.0,46.99,2007,43
11296,30,25,1885,5,52.4,47.2,16.73,2007,43
11297,10,25,1478,5,46.0,43.0,11.572,2007,43
11298,30,25,155,5,67.7,60.0,35.588,2007,44
11299,30,25,1676,5,58.5,56.6,25.01,2007,44
11300,30,25,1478,5,53.2,49.4,17.642,2007,45
11301,30,25,1676,5,42.1,42.3,9.5,2007,45
11302,30,25,1676,5,61.5,54.4,26.395999999999997,2007,45
11303,30,25,1676,5,40.9,38.7,8.214,2007,45
11304,30,25,1478,5,38.0,38.0,6.456,2007,45
11305,30,25,1478,5,37.5,37.3,6.566,2007,45
11306,30,25,1478,5,46.2,43.0,12.065999999999999,2007,45
11307,30,25,1676,5,33.8,32.8,12.680000000000001,2007,45
11308,30,25,1499,5,49.3,44.7,13.919999999999998,2007,45
11309,10,25,533,5,43.9,41.0,10.186000000000002,2007,45
11310,30,25,1630,5,39.5,39.6,7.18,2007,45
11311,30,25,1478,5,56.0,50.2,21.022,2007,45
11312,30,25,1478,5,64.4,57.7,32.4,2007,45
11313,30,25,1478,5,47.5,45.0,13.64,2007,45
11314,30,25,1478,5,54.0,51.8,18.862000000000002,2007,45
11315,30,25,1478,5,33.8,33.1,5.08,2007,45
11316,30,25,1478,5,39.9,39.0,7.906000000000001,2007,45
11317,30,25,863,5,41.2,40.3,8.326,2007,46
11318,30,25,1478,5,42.9,38.7,8.996,2007,46
11319,30,25,1478,5,49.4,46.1,14.604,2007,46
11320,10,25,1676,5,42.1,42.4,9.760000000000002,2007,47
11321,30,25,1478,5,67.6,60.0,34.958000000000006,2007,47
11322,30,25,1478,5,45.0,45.3,10.716,2007,47
11323,30,25,2088,5,68.2,60.5,35.77,2007,47
11324,30,25,1478,5,36.7,36.7,6.112,2007,47
11325,30,25,1478,5,60.0,56.2,25.65,2007,47
11326,30,25,2088,5,42.2,42.3,9.559999999999999,2007,47
11327,30,25,1478,5,76.4,70.0,47.980000000000004,2007,47
11328,30,25,1478,5,42.0,39.3,9.204,2007,47
11329,30,25,1854,5,42.0,42.2,9.256,2007,48
11330,30,25,1478,5,42.3,39.1,9.059999999999999,2007,48
11331,30,25,1478,5,47.7,43.3,12.392,2007,48
11332,30,25,1478,5,69.8,63.2,42.2,2007,48
11333,30,25,1478,5,39.2,38.3,7.324,2007,48
11334,30,25,1478,5,41.5,38.8,8.542,2007,48
11335,30,25,1478,5,56.2,51.9,20.31,2007,48
11336,10,25,1478,5,47.0,45.9,12.856,2007,48
11337,30,25,1238,5,54.1,51.7,19.256,2007,49
11338,30,25,1885,5,48.6,46.6,12.925999999999998,2007,49
11339,30,25,1885,5,73.2,67.0,47.57,2007,49
11340,30,25,1885,5,73.3,67.1,47.89,2007,49
11341,30,25,1885,5,56.3,52.2,21.096,2007,49
11342,30,25,1885,5,47.4,45.5,13.014000000000001,2007,49
11343,30,25,1885,5,53.3,47.7,16.276,2007,49
11344,30,25,1885,5,60.1,53.9,25.113999999999997,2007,49
11345,30,25,1885,5,53.7,49.8,18.356,2007,49
11346,30,25,1885,5,59.0,55.7,25.79,2007,49
11347,30,25,1885,5,47.6,44.3,12.681999999999999,2007,49
11348,30,25,401,5,56.4,52.2,21.636000000000003,2007,50
11349,30,25,1478,5,42.2,39.2,9.52,2007,50
11350,30,25,1478,5,56.2,52.1,21.096,2007,50
11351,30,25,1478,5,70.0,63.0,42.2,2007,50
11352,30,25,1885,5,76.4,68.3,40.44,2007,50
11353,30,25,1885,5,49.3,47.8,14.101999999999999,2007,50
11354,30,25,1885,5,43.7,40.8,8.916,2007,50
11355,30,25,1885,5,43.1,40.1,9.354,2007,50
11356,30,25,1885,5,39.0,38.6,7.05,2007,50
11357,30,25,1478,5,39.9,40.5,10.286,2007,50
11358,30,25,1478,5,39.8,37.3,7.612,2007,50
11359,30,25,322,5,56.1,50.0,21.478,2007,51
11360,30,25,1478,5,42.4,39.4,9.03,2007,51
11361,10,25,1407,5,39.3,37.8,7.598000000000001,2007,51
11362,10,25,1885,5,62.3,58.9,27.636000000000003,2007,52
11363,10,25,1478,5,54.0,50.8,17.75,2008,1
11364,10,25,1478,5,41.6,40.5,9.354000000000001,2008,1
11365,30,25,1478,5,39.5,38.0,7.802,2008,2
11366,30,25,527,5,48.1,45.6,14.01,2008,3
11367,30,25,1839,5,49.7,44.3,13.64,2008,4
11368,30,25,1885,5,68.1,60.8,35.29,2008,4
11369,30,25,1885,5,59.9,57.1,25.08,2008,4
11370,30,25,1478,5,43.0,39.6,9.214,2008,5
11371,30,25,2019,5,43.5,42.0,9.7,2008,5
11372,30,25,160,5,45.7,43.4,11.309999999999999,2008,6
11373,30,25,1306,5,49.1,47.0,19.785999999999998,2008,6
11374,30,25,695,5,44.0,41.2,10.288,2008,6
11375,30,25,395,5,41.8,38.7,8.644,2008,7
11376,30,25,1478,5,39.5,38.0,7.802,2008,7
11377,30,25,1478,5,55.4,51.4,20.278,2008,7
11378,30,25,533,5,50.0,44.4,15.098000000000003,2008,8
11379,30,25,374,5,35.4,36.2,5.8020000000000005,2008,8
11380,30,25,1238,5,44.0,41.8,10.606,2008,8
11381,30,25,395,6,28.0,25.1,2.376,2008,11
11382,30,25,395,5,51.2,46.6,15.484,2008,11
11383,30,25,395,6,27.5,26.7,2.63,2008,13
11384,30,25,1241,5,51.9,47.0,16.142,2008,13
11385,30,25,1478,5,42.3,39.8,9.228,2008,13
11386,30,25,1478,5,42.3,39.8,9.228,2008,13
11387,30,25,1238,5,68.7,59.2,36.006,2008,13
11388,30,25,1478,5,43.2,40.2,15.228,2008,14
11389,30,25,1478,5,40.3,38.7,8.052000000000001,2008,14
11390,30,25,1885,5,39.0,37.2,7.06,2008,14
11391,30,25,1885,5,44.1,40.9,10.378,2008,14
11392,30,25,1885,5,53.5,46.1,15.151999999999997,2008,14
11393,32,25,209,5,43.3,40.4,9.516000000000002,2008,16
11394,30,25,1238,5,31.7,29.9,3.446,2008,16
11395,30,25,141,5,46.5,42.7,12.502,2008,16
11396,30,25,1319,5,44.0,40.8,9.984,2008,16
11397,30,25,1630,5,56.5,50.2,20.913999999999998,2008,17
11398,30,25,1676,5,60.9,57.2,25.07,2008,17
11399,30,25,141,5,44.3,41.9,10.145999999999999,2008,17
11400,32,25,155,5,48.4,43.5,13.006,2008,17
11401,30,25,1630,5,70.2,63.7,41.1,2008,17
11402,30,25,1885,5,68.3,60.8,37.13,2008,18
11403,30,25,1885,5,41.1,38.8,8.062000000000001,2008,18
11404,30,25,39,5,41.0,40.2,14.258,2008,20
11405,30,25,1630,5,70.9,64.0,36.1,2008,20
11406,30,25,1238,5,70.8,64.0,36.1,2008,20
11407,30,25,1630,5,47.3,44.4,12.616,2008,20
11408,30,25,6,6,4.5,4.0,0.1,2008,20
11409,30,25,1238,5,40.6,38.8,8.062000000000001,2008,20
11410,30,25,1630,5,38.8,37.8,7.4319999999999995,2008,21
11411,30,25,1058,5,43.4,40.2,15.632,2008,21
11412,30,25,1630,5,69.9,61.1,38.779999999999994,2008,21
11413,30,25,1238,5,47.4,44.5,13.065999999999999,2008,21
11414,30,25,2038,5,57.3,53.2,22.094,2008,22
11415,30,25,1478,5,42.5,39.9,9.032,2008,22
11416,30,25,1238,5,70.7,63.9,39.3,2008,22
11417,4,25,1532,5,40.6,40.5,8.818000000000001,2008,22
11418,30,25,1630,5,71.6,66.2,43.616,2008,23
11419,30,25,1238,5,43.3,42.4,10.274,2008,23
11420,32,25,1478,5,32.1,30.3,3.568,2008,23
11421,30,25,277,5,41.8,40.3,8.902000000000001,2008,24
11422,30,25,277,5,42.9,39.6,9.425999999999998,2008,24
11423,30,25,1412,5,46.3,43.9,12.038,2008,24
11424,30,25,1238,5,46.0,42.9,11.994,2008,24
11425,30,25,1630,5,68.8,53.0,28.471999999999998,2008,24
11426,30,25,1902,5,43.0,39.4,9.312000000000001,2008,24
11427,30,25,1902,5,44.7,41.3,10.526,2008,24
11428,30,25,1630,5,70.8,64.0,36.1,2008,25
11429,30,25,1716,5,49.8,45.9,14.426000000000002,2008,25
11430,30,25,1716,5,39.0,37.7,6.632,2008,25
11431,30,25,1716,5,45.0,42.3,11.251999999999999,2008,25
11432,30,25,2017,5,45.0,42.4,11.413999999999998,2008,26
11433,30,25,2017,5,40.4,38.9,7.49,2008,26
11434,30,25,1676,5,38.7,37.8,7.638000000000001,2008,26
11435,30,25,1630,5,68.8,59.6,36.07000000000001,2008,27
11436,30,25,1885,5,70.9,64.1,36.1,2008,28
11437,30,25,955,5,42.5,40.1,9.9,2008,29
11438,30,25,1630,5,67.7,62.1,38.14,2008,29
11439,30,25,141,5,47.8,41.3,11.718,2008,29
11440,30,25,2047,5,58.2,54.6,22.778,2008,30
11441,30,25,1478,5,61.9,58.4,28.036,2008,30
11442,30,25,608,5,57.8,56.7,24.610000000000003,2008,30
11443,30,25,695,5,41.3,41.4,9.096,2008,31
11444,30,25,695,5,45.8,42.7,11.906,2008,31
11445,30,25,1651,5,41.0,39.4,8.086000000000002,2008,31
11446,30,25,1651,5,60.1,55.3,22.91,2008,31
11447,30,25,1478,5,69.1,66.2,33.06,2008,31
11448,30,25,1452,5,42.5,43.0,9.697999999999999,2008,32
11449,30,25,1478,5,68.5,63.7,38.06,2008,32
11450,30,25,1478,5,41.1,39.7,8.35,2008,33
11451,30,25,1478,5,43.2,45.6,10.474,2008,33
11452,30,25,1478,5,60.2,55.8,24.05,2008,33
11453,30,25,2047,5,44.9,44.3,10.894,2008,33
11454,30,25,1478,5,53.5,48.9,17.646,2008,33
11455,30,25,1478,5,41.3,41.1,8.78,2008,33
11456,30,25,343,5,43.4,45.5,10.79,2008,33
11457,30,25,1902,5,46.2,43.2,11.691999999999998,2008,34
11458,30,25,1630,5,69.9,62.2,38.196,2008,34
11459,30,25,1478,5,42.2,38.5,9.522,2008,34
11460,30,25,1478,5,45.2,43.5,11.13,2008,35
11461,30,25,1478,5,43.9,40.3,9.654,2008,35
11462,30,25,343,5,43.2,41.7,9.836,2008,35
11463,30,25,1478,5,45.1,44.4,11.219999999999999,2008,35
11464,30,25,1630,5,72.1,63.3,37.705999999999996,2008,36
11465,30,25,1630,5,46.5,43.5,12.602,2008,36
11466,30,25,1478,5,61.3,56.0,27.002,2008,36
11467,30,25,1478,5,71.8,64.2,38.715999999999994,2008,36
11468,30,25,945,5,71.8,64.4,39.316,2008,37
11469,30,25,1630,5,67.7,62.3,37.62,2008,37
11470,30,25,1630,5,75.1,68.5,49.612,2008,38
11471,30,25,1630,5,41.7,40.2,13.856,2008,39
11472,30,25,1630,5,47.0,43.8,11.336,2008,39
11473,30,25,1630,5,68.8,61.2,38.936,2008,39
11474,30,25,695,5,38.0,36.7,7.025999999999999,2008,39
11475,30,25,695,5,42.2,40.6,9.016000000000002,2008,39
11476,30,25,1864,5,41.3,40.5,7.6579999999999995,2008,39
11477,30,25,2021,5,43.0,42.3,8.546000000000001,2008,40
11478,4,25,286,5,67.7,62.3,37.62,2008,40
11479,30,25,1478,5,61.5,56.4,27.278,2008,40
11480,30,25,2021,5,71.9,64.3,39.315999999999995,2008,40
11481,30,25,374,5,45.9,44.8,11.49,2008,41
11482,30,25,1478,5,41.0,39.6,8.308,2008,41
11483,30,25,1478,5,39.3,38.9,7.4159999999999995,2008,41
11484,30,25,1478,5,43.7,40.0,9.168000000000001,2008,41
11485,30,25,1478,5,58.7,53.1,24.2,2008,41
11486,30,25,1478,5,45.8,41.9,11.026,2008,41
11487,25,25,467,5,71.8,65.4,43.82,2008,41
11488,30,25,1478,5,41.2,40.5,7.781999999999999,2008,41
11489,30,25,1478,5,41.9,41.3,9.468,2008,42
11490,30,25,1478,5,42.2,40.8,9.456,2008,42
11491,30,25,1023,5,44.7,41.1,10.750000000000002,2008,42
11492,30,25,1085,5,46.0,42.1,11.122000000000002,2008,42
11493,30,25,87,5,50.4,45.3,14.616,2008,42
11494,30,25,1630,5,67.7,62.2,37.62,2008,42
11495,30,25,527,5,47.6,41.8,11.53,2008,43
11496,30,25,1478,5,52.3,47.2,16.43,2008,43
11497,30,25,527,5,43.09039028717153,40.253904075408926,9.850731051924445,2008,43
11498,30,25,1478,5,41.4,39.6,8.106,2008,43
11499,30,25,1630,5,69.1,53.1,28.471999999999998,2008,43
11500,30,25,1478,5,34.1,31.4,4.970000000000001,2008,43
11501,30,25,1478,5,46.9,43.0,12.558000000000002,2008,43
11502,30,25,1478,5,58.6,56.0,26.306,2008,43
11503,30,25,1478,5,44.3,40.2,16.116,2008,43
11504,30,25,1478,5,46.2,42.2,11.73,2008,44
11505,30,25,1478,5,62.8,57.9,26.548000000000002,2008,44
11506,30,25,1478,5,60.1,52.6,23.026,2008,44
11507,30,25,1478,5,52.8,49.7,16.996,2008,44
11508,30,25,1478,5,58.6,56.3,25.619999999999997,2008,44
11509,30,25,225,5,44.9,41.7,10.696000000000002,2008,44
11510,30,25,1478,5,63.6,60.1,33.176,2008,44
11511,30,25,2021,5,45.2,41.7,11.038,2008,45
11512,30,25,2021,5,39.3,38.6,6.954000000000001,2008,45
11513,25,25,1478,5,39.8,37.1,7.691999999999998,2008,45
11514,25,25,1478,5,49.2,46.7,13.95,2008,45
11515,25,25,1478,5,51.7,48.6,16.082,2008,45
11516,25,25,1478,5,43.4,39.4,9.931999999999999,2008,45
11517,25,25,1478,5,41.3,40.7,8.88,2008,45
11518,30,25,1478,5,41.5,39.6,8.232,2008,45
11519,30,25,1478,5,59.8,55.3,25.509999999999998,2008,46
11520,30,25,941,5,45.2,41.8,11.017999999999999,2008,46
11521,30,25,1018,5,44.0,43.1,11.022,2008,46
11522,30,25,863,5,51.1,46.0,15.654,2008,46
11523,30,25,1478,5,48.7,45.3,14.224,2008,46
11524,30,25,695,5,72.6,65.4,42.82,2008,46
11525,30,25,1478,5,44.0,42.0,11.27,2008,47
11526,30,25,1238,5,57.4,49.7,20.556,2008,47
11527,30,25,1238,5,53.0,46.0,16.28,2008,47
11528,30,25,695,5,66.2,60.2,31.924,2008,47
11529,30,25,1478,5,44.1,41.8,9.822,2008,47
11530,30,25,1478,5,45.2,45.9,11.180000000000001,2008,47
11531,30,25,1847,5,64.0,56.8,30.994,2008,48
11532,30,25,1847,5,49.0,45.0,14.378,2008,48
11533,30,25,1478,5,70.8,64.0,36.1,2008,48
11534,30,25,1478,5,35.2,34.4,5.184,2008,48
11535,30,25,1847,5,42.6,40.7,8.931999999999999,2008,48
11536,30,25,1192,5,45.3,41.9,11.626000000000001,2008,48
11537,30,25,1478,5,62.9,54.7,26.865999999999996,2008,48
11538,30,25,1478,5,43.1,42.3,10.110000000000001,2008,48
11539,30,25,1478,5,52.0,47.0,16.142000000000003,2008,48
11540,30,25,1478,5,51.9,48.6,16.642,2008,48
11541,30,25,1478,5,44.7,42.3,10.066,2008,48
11542,30,25,1478,5,39.3,38.9,7.4159999999999995,2008,48
11543,30,25,1478,5,45.0,42.2,10.620000000000001,2008,48
11544,30,25,1478,5,42.6,40.9,9.564,2008,48
11545,30,25,1478,5,50.0,47.2,15.142000000000001,2008,48
11546,30,25,1478,5,39.3,38.6,6.954000000000001,2008,48
11547,30,25,1478,5,42.4,40.6,9.702,2008,48
11548,30,25,1478,5,35.4,34.3,5.174,2008,48
11549,30,25,1478,5,45.3,41.8,11.239999999999998,2008,48
11550,30,25,1478,5,52.5,46.7,16.682,2008,48
11551,30,25,1478,5,47.9,46.6,13.580000000000002,2008,48
11552,30,25,2021,5,79.7,68.3,56.4,2008,48
11553,30,25,1478,5,44.6,41.8,10.376,2008,48
11554,30,25,1478,5,48.0,46.7,13.656,2008,48
11555,30,25,1478,5,63.8,57.3,31.620000000000005,2008,48
11556,30,25,1478,5,46.7,43.6,12.812000000000001,2008,48
11557,30,25,1478,5,50.2,44.5,15.536000000000001,2008,48
11558,30,25,695,5,66.9,60.7,32.372,2008,48
11559,30,25,1478,5,49.0,44.8,13.937999999999999,2008,48
11560,30,25,1478,5,52.1,48.4,16.57,2008,48
11561,30,25,1576,5,40.1,37.0,7.739999999999999,2008,48
11562,30,25,1651,5,41.5,40.0,9.168,2008,48
11563,30,25,1651,5,43.2,42.3,10.346,2008,48
11564,30,25,1651,5,39.2,38.5,6.734,2008,48
11565,30,25,1651,5,42.9,38.9,9.056000000000001,2008,48
11566,30,25,1651,5,45.8,42.0,11.338000000000001,2008,49
11567,30,25,1651,5,38.6,36.5,6.504,2008,49
11568,30,25,1651,5,44.4,42.0,10.334,2008,49
11569,30,25,1651,5,41.0,38.6,7.92,2008,49
11570,30,25,1651,5,52.6,51.5,16.796,2008,49
11571,30,25,1651,5,63.4,59.0,29.381999999999998,2008,49
11572,30,25,1651,5,72.3,65.1,43.82,2008,49
11573,30,25,1885,5,42.6,40.6,8.958,2008,49
11574,30,25,1885,5,60.0,55.7,22.71,2008,49
11575,30,25,1885,5,41.3,39.3,8.302000000000001,2008,49
11576,30,25,1885,5,44.5,40.4,10.422,2008,49
11577,30,25,1651,5,63.5,57.7,30.68,2008,49
11578,30,25,1651,5,42.3,39.8,9.228,2008,49
11579,30,25,1478,5,42.3,40.1,9.309999999999999,2008,49
11580,30,25,1478,5,50.3,47.1,15.934000000000001,2008,49
11581,30,25,1212,5,41.2,38.9,8.558,2008,49
11582,30,25,1885,5,52.7,48.1,16.568,2008,49
11583,30,25,1885,5,51.4,45.9,16.226000000000003,2008,49
11584,30,25,1885,5,51.7,46.7,17.084,2008,49
11585,30,25,1478,5,50.9,45.6,15.894,2008,49
11586,30,25,1879,5,39.0,36.6,6.894,2008,49
11587,30,25,1885,5,42.4,40.0,8.844000000000001,2008,49
11588,30,25,1478,5,45.3,42.0,11.206,2008,50
11589,30,25,2021,5,44.5,41.6,11.784,2008,50
11590,30,25,2021,5,74.1,69.0,49.480000000000004,2008,50
11591,30,25,1651,5,52.6,50.0,17.157999999999998,2008,50
11592,30,25,1651,5,62.5,58.0,28.363999999999997,2008,50
11593,30,25,1651,5,40.0,38.3,7.7620000000000005,2008,50
11594,30,25,1885,5,69.9,64.3,40.260000000000005,2008,50
11595,30,25,1478,5,43.1,42.4,9.624,2008,50
11596,30,25,1478,5,54.6,52.0,20.024,2008,50
11597,30,25,1478,5,48.7,44.4,13.882,2008,50
11598,30,25,1478,5,66.8,59.8,32.760000000000005,2008,50
11599,30,25,1478,5,41.8,39.3,8.741999999999999,2008,50
11600,30,25,1478,5,48.8,45.3,14.156,2008,50
11601,30,25,1885,5,56.8,53.1,21.619999999999997,2008,50
11602,30,25,1885,5,49.2,45.1,13.88,2008,50
11603,30,25,1885,5,49.7,44.6,14.514,2008,50
11604,30,25,1885,5,52.2,47.9,15.75,2008,50
11605,30,25,1651,5,60.2,56.0,24.309999999999995,2008,51
11606,30,25,1478,5,46.1,42.2,12.06,2008,51
11607,30,25,1478,5,46.6,42.5,11.768,2008,51
11608,30,25,1478,5,43.9,41.2,10.940000000000001,2008,51
11609,30,25,1478,5,42.3,40.0,8.656,2008,51
11610,30,25,1885,5,48.1,44.4,13.575999999999999,2008,51
11611,30,25,1885,5,44.5,40.4,10.422,2008,51
11612,30,25,1478,5,35.2,34.5,5.343999999999999,2008,51
11613,30,25,1478,5,58.7,56.5,25.939999999999998,2008,51
11614,30,25,1478,5,74.3,67.2,45.216,2008,51
11615,30,25,1478,5,39.7,37.1,7.965999999999999,2008,51
11616,30,25,1478,5,60.1,55.7,22.11,2008,52
11617,30,25,1478,5,42.5,40.2,14.37,2008,52
11618,30,25,1630,5,45.8,43.7,11.193999999999999,2008,52
11619,30,25,1478,5,53.0,49.2,18.59,2008,52
11620,30,25,1478,5,57.2,54.0,23.56,2008,52
11621,30,25,1478,5,37.7,35.6,7.0200000000000005,2008,52
11622,30,25,1478,5,35.5,34.6,5.886,2008,52
11623,30,25,1478,5,40.7,39.0,8.488,2008,52
11624,30,25,1478,5,52.0,46.4,15.788,2008,52
11625,30,25,1478,5,43.7,39.9,9.808000000000002,2008,52
11626,30,25,1478,5,53.1,50.0,19.064,2008,52
11627,30,25,1478,5,47.7,43.8,13.172,2008,52
11628,30,25,1478,5,44.6,42.0,11.128,2008,52
11629,30,25,1478,5,47.7,44.1,13.719999999999999,2008,52
11630,30,25,1478,5,60.0,55.9,22.59,2008,52
11631,30,25,1478,5,45.1,45.7,11.196000000000002,2008,52
11632,30,25,1478,5,50.7,45.7,14.8,2008,52
11633,30,25,1478,5,37.7,36.8,6.038,2008,52
11634,30,25,1478,5,48.1,47.0,13.732,2008,52
11635,30,25,1478,5,69.6,63.8,41.9,2008,52
11636,30,25,1478,5,60.8,56.8,25.445999999999998,2008,52
11637,30,25,1478,5,56.2,52.6,21.476,2008,52
11638,30,25,1478,5,39.9,37.0,7.824,2008,52
11639,30,25,1885,5,53.2,48.8,18.02,2008,52
11640,30,25,1885,5,58.3,54.4,23.038,2008,52
11641,30,25,1885,5,56.7,48.6,24.747999999999998,2008,52
11642,30,25,1885,5,40.3,38.5,8.288,2008,52
11643,30,25,1885,5,41.9,40.7,8.278,2008,52
11644,30,25,1478,5,66.8,60.8,32.672000000000004,2008,1
11645,30,25,1478,5,41.5,40.2,14.272,2008,1
11646,30,25,1478,5,48.9,45.3,13.662,2008,1
11647,30,25,1478,5,70.0,63.1,42.2,2009,1
11648,30,25,1478,5,40.6,38.5,7.646000000000001,2009,1
11649,30,25,1478,5,43.7,39.9,9.808000000000002,2009,1
11650,30,25,1478,5,69.5,60.7,39.25,2009,1
11651,30,25,1478,5,58.0,54.3,23.258,2009,1
11652,30,25,1478,5,41.5,38.5,8.75,2009,1
11653,30,25,1839,5,49.8,44.3,13.894,2009,2
11654,30,25,1478,5,42.9,41.8,9.614,2009,2
11655,30,25,1478,5,43.3,48.3,9.232000000000001,2009,2
11656,30,25,1963,5,49.7,45.6,15.094,2009,2
11657,30,25,1478,5,51.8,47.7,16.546,2009,2
11658,30,25,1478,5,40.3,38.8,7.886,2009,2
11659,30,25,343,5,45.9,42.0,11.212,2009,2
11660,30,25,1478,5,44.8,42.7,10.224,2009,2
11661,30,25,1478,5,49.5,46.0,14.394,2009,2
11662,10,25,2021,5,70.0,64.5,40.260000000000005,2009,2
11663,30,25,1478,5,52.7,47.1,16.89,2009,3
11664,30,25,1478,5,66.9,62.2,35.774,2009,3
11665,30,25,1681,5,45.8,42.0,11.338000000000001,2009,3
11666,30,25,1478,5,64.6,60.6,26.174,2009,3
11667,30,25,1478,5,51.7,48.9,16.752000000000002,2009,4
11668,30,25,1478,5,50.9,48.3,14.86,2009,4
11669,30,25,1478,5,45.1,40.8,9.532,2009,4
11670,30,25,1478,5,42.6,40.7,8.931999999999999,2009,4
11671,30,25,1478,5,59.6,55.3,25.804000000000002,2009,4
11672,30,25,1478,5,72.2,63.3,37.705999999999996,2009,4
11673,30,25,1885,5,40.8,41.9,8.64,2009,4
11674,30,25,1885,5,49.9,41.1,16.182,2009,4
